,Player,Battles_R,Rank,Winrate_R,Avg.frags_R,Avg.damage_R
15546,alex_romanoburgos,156,8,45.51,0.71,46987
15546,llama530,178,10,45.51,0.51,22075
15549,AKBear08,189,9,45.5,0.71,44484
15549,Sticky_Fingers_,200,11,45.5,0.78,50731
15551,Viking2112,233,10,45.49,0.4,26548
15552,Bronco,22,11,45.45,0.5,51413
15552,super_odin,88,10,45.45,0.74,51835
15552,Premeditated_Marder,33,11,45.45,0.52,40336
15552,InternetHateMachine,22,10,45.45,0.77,71476
15552,vladkulik,22,11,45.45,0.68,55575
15552,gurkerl,44,11,45.45,0.34,32650
15552,Bozon,77,11,45.45,0.58,29588
15552,HMAS_Sea_Shepherd,110,10,45.45,0.4,38632
15552,drunkensprite,66,11,45.45,0.67,46169
15552,Karmage,22,12,45.45,0.27,22524
15552,EINHAMMER,33,13,45.45,0.36,43007
15552,petetemdq,88,10,45.45,0.51,40143
15552,ShiashiYOLO,22,10,45.45,0.82,72496
15552,mmielke,44,10,45.45,0.59,60584
15552,MNCI,33,10,45.45,0.33,23210
15552,Thuulandru,176,9,45.45,0.53,39511
15552,syyrin9,22,10,45.45,0.68,57872
15552,BigGreft,22,11,45.45,1.0,35935
15552,dmei,22,12,45.45,0.73,43507
15552,arielsam,22,11,45.45,0.45,28891
15552,Sinistyr,44,12,45.45,0.36,26870
15552,astroranger,55,10,45.45,0.64,53584
15552,NOVARUM,33,10,45.45,0.58,46404
15552,ardvark132,22,11,45.45,0.14,32433
15552,slidepiece631,22,11,45.45,1.05,65960
15552,gabriel1972_12,55,11,45.45,0.35,49525
15552,michael_allensonnier,33,10,45.45,0.36,35649
15552,hamisback,22,12,45.45,1.23,57686
15552,Neerkos,22,12,45.45,0.32,56722
15552,AnAngrySquirrel12,22,10,45.45,0.5,52819
15552,stoniestsnake,33,10,45.45,0.52,44574
15552,Kuibyshev,44,10,45.45,0.34,24503
15552,WmCowboy,33,11,45.45,0.36,44554
15552,AS7x,110,9,45.45,0.59,36679
15552,Mudcabbage,22,11,45.45,0.59,24881
15552,ShipMasterH,33,11,45.45,0.85,64243
15552,leonmarino_2015,33,10,45.45,0.88,51001
15552,Phirulaise,66,11,45.45,0.53,51091
15552,UysKruger,22,10,45.45,0.41,40910
15552,Claudio_Roberto_CR,22,12,45.45,0.59,45129
15552,mgusson,66,12,45.45,0.3,28872
15552,nascaryankee,22,11,45.45,0.73,53424
15552,Hootanic,33,12,45.45,0.33,25635
15552,badbullsnake81,44,10,45.45,0.41,39725
15552,TOYBONNIE_16,55,9,45.45,0.73,44267
15552,tower_rat,55,10,45.45,0.6,48042
15552,AMajor,22,10,45.45,0.55,27394
15552,Paul_Oliver,22,12,45.45,0.64,44447
15552,fishermen_hero,187,10,45.45,0.5,46115
15552,8inchRifle,22,11,45.45,0.23,17994
15552,Acetorphine,22,11,45.45,0.68,48284
15552,NeyaZayah,22,11,45.45,0.77,56625
15552,Old_Hog,22,13,45.45,0.45,32454
15552,maoadou,33,11,45.45,0.67,56050
15552,Salty_Dog_2016,22,11,45.45,0.32,60072
15552,Cpt_Asher,66,10,45.45,0.52,32603
15552,drjamima,88,10,45.45,0.62,48218
15552,Zoidian,33,11,45.45,0.64,53113
15552,Egoss,66,12,45.45,0.56,36579
15552,Samuelljacksonn,55,10,45.45,0.55,51825
15552,Gral_Argento,44,10,45.45,0.75,73037
15552,thefirstdiggit_1,110,11,45.45,0.37,33560
15552,Elo_J_Fudpucker,99,10,45.45,0.6,36424
15552,mso135,44,12,45.45,0.55,56970
15552,Commadore_Wylie,22,10,45.45,0.5,43849
15552,Too21,22,10,45.45,0.23,34103
15552,Kim_Salmon,22,13,45.45,0.55,30097
15552,osito2016_fernando,22,10,45.45,0.77,56949
15552,PootkinsPatrol1,33,10,45.45,0.42,42313
15552,Rogue_Warrior_1,22,11,45.45,0.23,42543
15552,boscorules,33,11,45.45,0.39,36006
15552,Panthro1,88,10,45.45,0.45,28112
15552,PR_Jericho,110,10,45.45,0.33,30602
15552,Player_4046748164,22,11,45.45,0.45,18800
15552,Carl_McCall,55,11,45.45,0.13,18771
15552,ttt030911,66,10,45.45,0.65,45823
15552,OldIronsides20,33,11,45.45,0.88,70988
15552,645troop,22,10,45.45,0.27,18434
15552,Eric_Atkinson,55,9,45.45,0.22,27877
15552,Joe_918145,22,12,45.45,0.27,30331
15552,Vethalam,33,10,45.45,0.61,49817
15552,rudykon964,88,10,45.45,0.69,58348
15552,HerKaloin,33,11,45.45,0.91,46136
15552,Eltigra,22,12,45.45,0.86,55209
15552,TheRev153,33,11,45.45,0.55,45301
15552,Cathrax,22,12,45.45,0.77,65649
15552,YIKES_TITAN_URANUS,22,12,45.45,0.27,32999
15552,Capt_Jack_Sparrow_69,110,10,45.45,0.48,47386
15552,axelgnr666,22,11,45.45,0.77,45341
15552,Crooked_Tooth,121,9,45.45,0.74,50409
15552,KwaLevu,33,10,45.45,0.73,36967
15552,CptCurusoe,44,10,45.45,0.52,47106
15552,Tirtle004,33,10,45.45,0.48,36600
15552,BearCS47,22,11,45.45,1.05,82752
15552,Chinses_dragon,44,11,45.45,0.98,64312
15552,mac_743,33,11,45.45,0.45,37309
15552,Alexgarmen4,33,14,45.45,0.27,36391
15552,dayne34,22,11,45.45,0.68,59367
15552,Electrogs,33,12,45.45,0.42,23742
15552,GZSNOW,517,9,45.45,0.46,37386
15552,bovinebroswag,44,11,45.45,0.52,45615
15552,LilSandWitch,66,9,45.45,0.44,42991
15552,DK_Angel,44,11,45.45,0.32,42238
15552,Anccc,44,10,45.45,0.86,70418
15552,Creslin_ns,66,10,45.45,0.53,41601
15552,SebasCC99,22,11,45.45,1.0,54863
15552,Charlie_Hughes_2019,22,12,45.45,0.68,47843
15552,Filipi_Marelo,99,10,45.45,0.79,47601
15552,DM31,44,11,45.45,0.8,65325
15552,BEAN_789,33,10,45.45,0.33,30870
15552,venomaster122,33,10,45.45,0.36,33854
15552,Window_Licking_Potato,99,11,45.45,0.75,29353
15552,Andre_killers,66,10,45.45,0.7,43499
15552,israelwnb,22,11,45.45,0.36,28369
15552,Toaster421,22,12,45.45,0.18,31371
15552,CRbaggy,33,12,45.45,0.21,20856
15552,Furlough_FU,44,10,45.45,0.32,25608
15552,Mak_93,22,12,45.45,0.32,44853
15552,SkaldToast,22,10,45.45,0.36,34141
15552,Mr_Dementia,22,11,45.45,0.73,57060
15672,Lanmanzim,383,10,45.43,0.48,35603
15673,GranCoque,163,11,45.4,0.48,41698
15673,Fer_Zavala,174,11,45.4,0.51,46601
15675,Mychalangelo,141,11,45.39,0.81,41845
15676,Oddball253,238,10,45.38,0.31,32024
15676,epicenter01,130,10,45.38,0.5,33530
15676,anonymous_nightmare,379,10,45.38,0.46,31503
15679,Brando71,227,12,45.37,0.49,56869
15679,mm90849491,108,8,45.37,0.81,37635
15679,SirOwnzAlot,313,8,45.37,0.49,21837
15679,Sea_Carp,205,6,45.37,0.57,37342
15683,vagamundo,97,11,45.36,0.44,40091
15683,TankBatle_2016,97,11,45.36,0.31,30807
15683,SniperCV,194,9,45.36,0.67,43916
15686,shadowbunny011,86,11,45.35,0.63,42349
15686,Capt_Torro,172,10,45.35,0.69,37929
15686,BilBro_Shaggins,86,11,45.35,0.76,65117
15686,Hawk008_1,86,10,45.35,0.47,24206
15686,crusty_old_salt,86,10,45.35,0.43,44562
15686,sheek07,86,10,45.35,0.62,44726
15692,steffend69,311,10,45.34,0.45,35034
15692,Dax_Lethbridhge,161,12,45.34,0.52,44147
15692,idk_OscarRP,236,10,45.34,0.5,41081
15695,Klaatu_Nicto,75,10,45.33,0.83,76158
15695,Sienar,75,11,45.33,0.84,41010
15695,Eaglepaws,150,10,45.33,0.55,43032
15695,StopClock,75,11,45.33,0.37,35085
15695,Captbraveheart,75,9,45.33,0.67,40683
15700,urban66,139,8,45.32,0.64,29159
15700,jag314,139,9,45.32,0.55,32016
15700,Steel_Ballz_Warrior,203,11,45.32,0.32,36966
15703,RasterOps,128,12,45.31,0.42,34000
15703,ContraSteve,64,9,45.31,0.69,59925
15703,Captmiller1995,64,11,45.31,0.48,32963
15703,Ians95,64,10,45.31,0.8,50566
15703,Ratthevol,64,11,45.31,0.64,50733
15703,Pandemic_Panzer,64,10,45.31,0.75,51568
15703,rayleo02,64,11,45.31,0.33,32385
15703,Avantrael,64,10,45.31,0.59,56190
15703,Bryan_Lebrun,64,10,45.31,0.55,44675
15703,JoeSlackman,192,10,45.31,0.42,29678
15703,Green_Skunk,64,10,45.31,0.45,22397
15714,bealedaddy,53,11,45.28,0.23,12978
15714,CpL_WiGgLeS,159,10,45.28,0.68,44102
15714,HerrSchatten,106,10,45.28,0.36,29180
15714,Halosixteen,53,10,45.28,0.72,56297
15714,Corby24,53,12,45.28,0.43,29501
15714,Manchu_A19,106,10,45.28,0.34,29147
15714,Rusty_Bucket__,53,10,45.28,0.42,33071
15714,EnrichedUranium,53,11,45.28,0.74,47103
15714,Georgia_46,106,10,45.28,0.47,42316
15714,saxon_swine,53,9,45.28,1.0,82151
15714,DeustchlandWarMachine,53,10,45.28,0.53,52169
15714,OTZ_666_ggwp,53,10,45.28,0.74,51331
15714,8ptbuck2006,212,5,45.28,0.64,57011
15714,alex1804_2018,53,11,45.28,0.58,46375
15714,Chuzzlewit,53,12,45.28,0.42,51873
15714,AlexandreLimberger,254,10,45.28,0.7,56715
15714,Forklift_4,53,11,45.28,0.49,48375
15714,NuckingFuts75,53,10,45.28,0.28,22921
15732,Daraced,148,8,45.27,0.72,57309
15732,StinkyT0e,148,8,45.27,0.4,36005
15734,MadFritzy,137,10,45.26,0.47,33405
15734,krebs23,95,12,45.26,0.46,35360
15734,Milyponyboy95,95,11,45.26,0.56,44529
15734,Mean_Nasty,95,10,45.26,0.56,43976
15738,sikanhe,84,12,45.24,0.52,38506
15738,galit68,126,10,45.24,0.6,44574
15738,DreadPiratePsy,42,10,45.24,0.69,50858
15738,PowerPointRanger,84,10,45.24,0.46,41786
15738,Smoking64,42,10,45.24,0.69,35101
15738,Cannon_Fodder_xo,42,12,45.24,0.55,41418
15738,Irritable_Bow,42,10,45.24,0.86,47410
15738,xClawx28,42,11,45.24,0.76,37714
15738,Fur_27,42,10,45.24,0.45,46760
15738,cujy1,126,11,45.24,0.55,46182
15738,sailorsaway07,84,12,45.24,0.51,32908
15738,DonkeyPuncher42,84,10,45.24,0.73,59709
15738,__Bob__85,42,11,45.24,0.64,44241
15738,pp43201260,42,12,45.24,0.5,23191
15738,admiralMI,42,11,45.24,0.93,43706
15738,taho_teg,42,11,45.24,0.69,57364
15738,9ab1,42,10,45.24,0.43,24964
15738,oddball77777,84,9,45.24,0.42,35715
15738,blopplop_2019,84,9,45.24,0.57,51310
15738,Puinkey,42,10,45.24,0.67,67731
15738,Gravebonesi,42,9,45.24,1.31,70314
15738,CptLector,42,14,45.24,0.26,24885
15760,zeifodias,199,10,45.23,0.35,35331
15761,CaptTigerjo,115,10,45.22,0.5,40796
15761,rgarcia77,230,9,45.22,0.5,33943
15761,Hikari_Yukishiro,115,10,45.22,0.52,37411
15761,RonWash,157,11,45.22,0.46,34296
15765,MondoGarga,188,10,45.21,0.49,31571
15765,Knightsabre,73,10,45.21,0.51,36926
15765,Ntoastie53,73,10,45.21,0.49,37265
15765,Rngblair6,303,9,45.21,0.44,37136
15765,Astro_Boi,73,10,45.21,0.47,31568
15765,bluejeepwildman,73,10,45.21,0.58,35544
15765,tropicalstorm_1,73,11,45.21,0.47,40976
15765,Duke_of_Hazard,188,12,45.21,0.64,48355
15773,kirby19d,135,10,45.19,0.62,49109
15773,Mighty_Zeus,447,10,45.19,0.51,36816
15773,Ellisdee024,104,11,45.19,0.38,35547
15773,Kicker_15s,104,11,45.19,0.69,57693
15773,nitsuko12000,104,9,45.19,0.49,30637
15778,Th3_Equalizer,197,10,45.18,0.51,22690
15778,Silverwraith1,197,9,45.18,0.74,49743
15780,RainbowFartingUnicorn,259,6,45.17,0.69,28979
15781,wiggles0923,62,11,45.16,0.47,37825
15781,soulhunter1,31,13,45.16,0.65,38853
15781,Frogmo,31,10,45.16,0.42,14473
15781,polar97qbc,31,12,45.16,0.61,26298
15781,Perfect_Pullup,31,10,45.16,1.03,86728
15781,AXmenn,31,10,45.16,0.55,21782
15781,stopwiththenegativewaves,31,10,45.16,0.23,24464
15781,sorciere_imperatrice,31,10,45.16,1.06,81291
15781,paddster7,31,12,45.16,0.26,27785
15781,HMAS_Akando,31,11,45.16,0.32,52787
15781,Sasquatch57,62,11,45.16,0.68,49197
15781,Prof_Falkin,31,10,45.16,0.84,53161
15781,Dr_Tachyon,31,12,45.16,0.45,63936
15781,Wolfgang2945,93,9,45.16,0.67,37500
15781,Majikman14,31,12,45.16,0.39,50519
15781,PARRUDOJOW_,31,10,45.16,1.06,57184
15781,SkukedSkrat,62,10,45.16,0.29,28603
15781,whiskeypapasixsix,62,11,45.16,0.37,29381
15781,MikeH_16,31,13,45.16,0.29,37495
15781,admiralkreeger,31,10,45.16,0.48,44885
15781,mike78_1,31,14,45.16,0.06,21948
15781,Patrondog,93,9,45.16,0.49,35255
15781,jeffellen_1000,62,12,45.16,0.71,56787
15781,Rusty_Buck,62,9,45.16,0.56,30599
15781,grinderwarld,31,12,45.16,0.35,44922
15781,NPD_unconquerable,124,11,45.16,0.48,43446
15781,TheUnknow_King,62,11,45.16,0.94,63293
15781,MutantTurtle,31,11,45.16,0.45,27701
15781,Shiggy01_warrior,31,12,45.16,0.48,53207
15781,RM_sparks76,31,12,45.16,0.45,31529
15781,THELORDOFWAR_1,31,11,45.16,0.55,56190
15781,xIx_Ninjito_xIx,31,12,45.16,0.55,62028
15781,jlaura999,31,10,45.16,0.71,82035
15781,Husky2020,31,10,45.16,0.68,69557
15781,631captain,124,11,45.16,0.33,24583
15781,RYANMK48,31,10,45.16,0.71,71502
15781,Jontyallegro,62,11,45.16,0.58,32542
15781,Commodore_20,31,10,45.16,0.23,24455
15819,kestrel62,195,10,45.13,0.34,25320
15819,_FireStarter_,277,9,45.13,0.51,36663
15819,Chilly_Water,113,10,45.13,0.65,44969
15822,Brontopup,82,10,45.12,0.41,40389
15822,Agentbum,82,10,45.12,0.67,46470
15822,TMAC_2017,164,10,45.12,0.46,38424
15822,Furia__,82,11,45.12,0.5,51012
15822,rarancibiap,82,10,45.12,0.43,28967
15827,raatsu,133,11,45.11,0.38,29559
15827,Te_Kill_Ya,133,11,45.11,0.58,45792
15827,w4qed,133,10,45.11,0.53,46807
15830,ArmlessJohn,51,11,45.1,0.41,34122
15830,The_Spectre82,51,10,45.1,0.55,28456
15830,Kieron_Dullahan,51,11,45.1,0.67,63423
15830,eeore69,51,12,45.1,0.65,42145
15830,T1BERWOLF,51,10,45.1,0.35,35967
15830,breachmaiden,51,10,45.1,0.57,30330
15830,VantablackWings,51,10,45.1,1.08,67083
15830,Lantenac,51,11,45.1,0.22,10284
15838,Black_958,224,10,45.09,0.46,35568
15839,winorto,122,11,45.08,0.38,28838
15839,BelShips,122,11,45.08,0.39,19702
15839,stlsteve64,122,9,45.08,0.57,26211
15839,gaus_steel,244,9,45.08,0.52,44199
15839,Pythonista,122,9,45.08,0.32,23667
15844,__JAWS__,71,8,45.07,0.94,71704
15844,jorge616,71,10,45.07,0.62,38603
15844,Vyktoris,71,11,45.07,0.44,28511
15844,AbbieNormalToo,71,10,45.07,0.27,45806
15844,Durk_Durkala,71,11,45.07,0.46,34132
15844,Twstdtoo,71,11,45.07,0.14,21845
15844,mjm_18,71,11,45.07,0.11,20262
15844,msilvani,71,10,45.07,0.55,36268
15844,Tonrahrom,71,10,45.07,0.59,37589
15844,Netherwing,71,11,45.07,0.93,58402
15844,Ronin042,213,11,45.07,0.29,26957
15844,craig_gaydos_cg,71,11,45.07,0.49,50373
15856,ProV1x,162,10,45.06,0.59,47968
15856,SpecialForces101,162,10,45.06,0.48,41355
15856,Player_7749745352,162,9,45.06,0.62,60994
15859,blacktoad69,111,9,45.05,0.45,40520
15859,Rick734,182,10,45.05,0.69,48848
15859,West_Sonics,111,10,45.05,0.72,49498
15862,Jalkum,131,11,45.04,0.61,39575
15862,DonCastro46,131,12,45.04,0.51,44267
15864,Evolution11,171,11,45.03,0.51,46641
15864,Tomskib,171,9,45.03,0.63,45764
15864,NaK101ArBrn,191,8,45.03,0.94,67648
15864,fridge421,171,8,45.03,0.46,30361
15868,Dynasty420,80,10,45,0.59,41625
15868,Cujo,20,11,45,0.45,41164
15868,Zedus,20,12,45,0.7,41120
15868,Gorrm,20,10,45,0.85,60259
15868,Twisted1982,40,10,45,0.9,57527
15868,iRA6E,20,11,45,0.55,53903
15868,Drumdude06,20,15,45,0.15,30421
15868,Victob,20,10,45,1.0,63336
15868,TheDukeofTanks,60,11,45,0.43,18997
15868,spec019,100,9,45,0.44,40542
15868,Anakin_Skycancer,20,13,45,0.5,62126
15868,General_Underscore,60,10,45,0.67,42495
15868,alexander07,40,10,45,0.57,31145
15868,I__Paradigm__I,40,11,45,0.55,39931
15868,Ugly_Grunt,180,10,45,0.52,49663
15868,luckiedog,40,11,45,0.22,14024
15868,CanuckTheCanadianGoose,20,11,45,0.85,44677
15868,mopar04,20,11,45,0.6,61167
15868,Stadtkern,20,10,45,0.65,29663
15868,sparky107107,80,10,45,0.36,30059
15868,caddy425,20,11,45,0.15,25404
15868,rayman19700,80,11,45,0.4,30098
15868,Coolhand2000,40,11,45,0.8,67634
15868,Nosytnayr,20,12,45,0.5,38754
15868,PanzerCJN,20,11,45,1.05,64735
15868,xDENx,40,10,45,0.75,44250
15868,_07Storm11_,20,12,45,1.35,77647
15868,Alspect,20,12,45,0.45,35926
15868,WipssKnightfall,20,11,45,0.9,60798
15868,EvilBB,20,10,45,0.6,26242
15868,Tornad0man,20,10,45,1.0,75024
15868,GASMATI,40,11,45,0.95,58955
15868,BlottosFry,40,10,45,0.88,54437
15868,kandel,140,9,45,0.66,45296
15868,MI6_007,20,10,45,0.45,68325
15868,Captain_Nessuno,40,10,45,0.57,47861
15868,Sharkbns,20,11,45,0.55,38446
15868,InfidelWithDaCitadel,20,11,45,0.65,45728
15868,mazeundefeated,60,10,45,0.68,49055
15868,dbvetter,20,10,45,0.4,38160
15868,BattlefieldZen,20,11,45,0.8,53659
15868,Aybee1,20,12,45,0.35,47509
15868,NoRain_Thunder,60,12,45,0.38,42619
15868,1stLordMaris,20,11,45,0.45,52701
15868,harot102030,20,10,45,0.6,53713
15868,DeadManRuningAcrosTheSea,100,10,45,0.87,52314
15868,blackeyejack,20,13,45,0.7,43759
15868,epsion22,20,12,45,0.65,46418
15868,D3vilZ,40,10,45,0.8,59364
15868,CodySteedREX,60,10,45,0.35,34139
15868,A07_2016,20,10,45,0.35,29316
15868,neonprophet_1,20,14,45,0.45,48460
15868,Welded_Steel,20,12,45,0.85,54869
15868,Ardivan_ak,60,10,45,0.68,51067
15868,CPO_USN_RET,20,11,45,0.45,47134
15868,pman_2015_Daisy,20,11,45,0.55,36746
15868,luby322,20,12,45,0.8,52220
15868,Go4U,20,11,45,0.5,50276
15868,m96077,60,10,45,0.5,51072
15868,TAS_Tree,20,12,45,0.7,71788
15868,capitantrueno,60,10,45,0.5,39904
15868,aram535,40,11,45,0.75,40583
15868,DaseinMilitary,60,10,45,0.55,30950
15868,dyiyou,20,11,45,1.4,77420
15868,_PeaShooter_,20,12,45,0.5,29048
15868,Peace_Bringer219,20,11,45,0.75,77466
15868,lBALIN800l,20,12,45,0.55,41802
15868,jarhead3043,100,10,45,0.5,48757
15868,Peludito_123,40,11,45,0.48,45846
15868,Tom_Keith,80,10,45,0.4,24406
15868,Pandas5560,20,11,45,0.85,65800
15868,daijoubu_desu,20,11,45,0.45,55874
15868,Beeseumz,40,12,45,0.48,50706
15868,vx22goliath1,20,11,45,0.45,48932
15868,SC_Pirate,40,12,45,0.57,51422
15868,FlyingLoafOfToast,20,11,45,0.55,53354
15868,peter_reasoner,20,12,45,0.3,38165
15868,silverback_208,60,10,45,0.47,26777
15868,Gulch_,20,14,45,0.5,49852
15868,blackxcat_,20,13,45,0.8,75674
15868,MrTibbs_2018,20,15,45,0.45,38029
15868,et_draco,180,10,45,0.57,41336
15868,ElsaLameDelDiome,40,11,45,0.3,42060
15868,MaxcimusDecimusMeridius,20,12,45,0.5,56503
15868,Goalieguy55,40,11,45,0.6,36706
15868,IceWarning,80,12,45,0.39,36500
15868,CaptN_Wigefield,40,11,45,0.55,26971
15868,fire668gunner,20,11,45,0.2,26752
15868,ironfelix_2018,20,12,45,0.2,31565
15868,DoodNan,20,11,45,0.25,32954
15868,137743486,20,11,45,0.65,48504
15868,Altostratusx1,20,10,45,0.6,34274
15868,darthvictor58,20,10,45,0.75,81442
15868,morepie,20,12,45,0.5,32620
15868,Daniel_Garcia_33,60,11,45,0.32,30237
15868,whalerider_2019,40,11,45,0.5,38767
15868,Isaneefel,40,11,45,0.55,33220
15868,YouBeauty,20,12,45,0.25,40918
15868,ExpiredTags,40,10,45,0.45,22917
15868,trapanelle_JP,20,12,45,0.55,58803
15868,Dr_Killgood,40,12,45,0.68,37937
15868,lizhewan9763,20,12,45,0.8,72254
15868,the_Wiley_1,20,12,45,0.3,46072
15868,Auperclass,20,13,45,0.7,40101
15868,KinzuaKid,60,9,45,0.4,39341
15868,Yo975,20,15,45,0.4,42893
15868,Pinheiro_SGT,20,13,45,0.35,33905
15868,woainiyyc,20,11,45,0.9,85288
15868,jrll1212_1,20,13,45,0.5,28585
15977,Badek_Zample,269,11,44.98,0.51,34530
15977,ODatODat,209,11,44.98,0.34,27197
15979,Miles66,238,11,44.96,0.46,32071
15979,Knivious,129,10,44.96,0.39,27865
15979,KommanderKiev,129,11,44.96,0.29,30966
15982,DonTickles,218,10,44.95,0.5,32401
15983,HawkHardcase,89,10,44.94,0.56,41455
15983,Tim_Botimer,89,9,44.94,0.43,26880
15983,Ademar_Luiz_Waltrick,89,10,44.94,0.24,29816
15983,Das_boot__,178,11,44.94,0.6,42441
15987,Lord_Artec,69,11,44.93,0.77,60519
15987,cpt_lazer,296,9,44.93,0.39,35444
15987,Vagabrand,69,12,44.93,0.59,33854
15987,Jian_Acoba,69,11,44.93,0.39,27832
15991,Little_Bad,187,9,44.92,0.54,43363
15991,ddpublic13,354,10,44.92,0.49,29913
15991,Flashbang23,187,10,44.92,0.64,43442
15991,67_64,118,11,44.92,0.39,29433
15995,MadMerl,167,10,44.91,0.4,34201
15995,mr_captain1,167,11,44.91,0.32,18928
15997,Me_van_a_Enfermar__,98,10,44.9,0.43,33671
15997,Antonioj_1,49,11,44.9,0.33,41261
15997,VeryHonorabru,49,11,44.9,0.41,42300
15997,scary927,49,11,44.9,0.59,58252
15997,MarsUltorRomae,49,11,44.9,0.53,44988
15997,Khaos_2015,49,10,44.9,0.47,44988
15997,plumcrazy777,49,11,44.9,0.73,46340
15997,_GAR_,49,11,44.9,0.37,31142
15997,pavanemail,49,10,44.9,0.57,46646
15997,Kinetic_Strike,49,9,44.9,0.65,52524
15997,LROD82,49,9,44.9,0.49,38739
15997,jelectric,49,10,44.9,0.41,30421
15997,RabidMockingbird,49,10,44.9,0.41,41758
15997,nofearboat,98,10,44.9,0.34,34241
15997,VendettaOzzy,49,12,44.9,0.45,32253
15997,Riminisky,49,11,44.9,0.43,42035
15997,Nehuen_20,49,12,44.9,0.76,65125
15997,SM68B,49,10,44.9,0.31,37816
16015,ozziesdarkr,127,9,44.88,0.35,33459
16015,Thinkweis,254,6,44.88,0.62,35295
16015,Alexviper7,205,10,44.88,0.75,56161
16018,patton54,78,11,44.87,0.27,35844
16018,Vlahkmaak,78,10,44.87,0.62,34200
16018,cisco904,78,10,44.87,0.47,45313
16018,Messerschmitt_163_Komet,78,11,44.87,0.29,25764
16018,WatchtowerrTV,78,10,44.87,0.79,46162
16018,Tritan01,78,9,44.87,0.33,30149
16018,veryErect,78,10,44.87,0.53,37382
16025,Super_Splash_Bro,107,9,44.86,0.44,39868
16025,Sausage_Fingers,107,11,44.86,0.35,25474
16025,wolfpack71black02,214,11,44.86,0.34,27814
16025,YTH719,107,11,44.86,0.6,49067
16029,SHELLBACK_2,165,10,44.85,0.44,46053
16029,bob189,136,8,44.85,0.92,70194
16029,Musicman2all,194,11,44.85,0.43,40740
16029,KenWill03_DadsSSDaily,136,11,44.85,0.55,37895
16033,Pallidum,58,11,44.83,0.57,43550
16033,misterbagel,116,8,44.83,0.7,52783
16033,Riegien,29,11,44.83,0.62,51912
16033,Alphabloom,29,11,44.83,0.9,70123
16033,i2ob36,58,10,44.83,0.88,59529
16033,medic1334,29,12,44.83,0.41,40746
16033,dadpelt,29,11,44.83,0.62,53038
16033,AHLazy,29,10,44.83,0.45,42375
16033,Aeruthael,29,12,44.83,0.48,49056
16033,Cowards_usedestroyers,29,12,44.83,0.17,25936
16033,THESCRUGGBUG,29,10,44.83,0.59,52743
16033,Capt_Talon69,58,10,44.83,0.59,53257
16033,GROM_1,29,10,44.83,0.66,56045
16033,Mor4lesg,29,10,44.83,0.62,55903
16033,Frap6676,29,10,44.83,0.41,30886
16033,Kaliburi,29,10,44.83,0.76,69445
16033,Erik_the_Great,29,11,44.83,0.66,48596
16033,Zazen_Satori,58,10,44.83,0.64,33265
16033,AJ02309,29,14,44.83,0.17,19305
16033,Vadim_Boom_Boom,87,10,44.83,0.59,36425
16033,Nemesis_75,58,10,44.83,0.67,51612
16033,zjmna,29,12,44.83,0.69,35408
16033,Chefron8,29,10,44.83,0.48,50952
16033,LohrFist,29,11,44.83,0.38,32741
16033,Stevenjayclt1,58,10,44.83,0.33,42005
16033,wuyikoei,29,10,44.83,0.93,41148
16033,42Meep,29,11,44.83,0.72,61932
16033,Ingaco_13,58,9,44.83,0.41,33486
16033,xX_CHARLS_xD_Xx_1403,29,14,44.83,0.62,65040
16033,Rolans_Rojas,29,11,44.83,0.62,42939
16033,ingsis_seal,29,10,44.83,0.83,49604
16033,ChitandaEru_marksman,29,10,44.83,0.83,64157
16033,leunam02,87,10,44.83,0.76,65058
16033,Zub_Lacus,29,10,44.83,0.66,36623
16033,chwymth,29,12,44.83,0.62,42585
16033,Phun_2017,29,12,44.83,0.38,35676
16033,dziegler2330,29,12,44.83,0.31,22472
16033,retired8404,29,11,44.83,0.48,24699
16033,twdcomando,29,13,44.83,0.17,34445
16033,derekw2192,29,11,44.83,0.66,53200
16033,Cpt_Twig_N_Berries,29,12,44.83,0.31,44427
16033,legendarydaveftw,29,12,44.83,0.9,41834
16033,reyjose_2019,29,11,44.83,0.38,14924
16033,Pocket_Medic__,29,12,44.83,0.55,46923
16033,Enderquake5001,29,11,44.83,0.69,29623
16033,ReaperBane,29,12,44.83,0.45,51170
16033,Jedimasterpooky,29,11,44.83,0.41,43414
16033,Voyager62108,174,10,44.83,0.52,46983
16033,StickeyButtons,58,10,44.83,0.81,51391
16082,ar1504,308,10,44.81,0.5,44552
16082,gel712,154,9,44.81,0.52,39607
16084,sarge471,125,10,44.8,0.48,33680
16085,Helgate,163,12,44.79,0.56,33104
16085,teleStraightShooter,163,10,44.79,0.6,39836
16085,Sukhoi_Fockewulf,96,9,44.79,0.54,43747
16085,Kamchatka_Survivor,96,11,44.79,0.34,30405
16089,drewdad,67,12,44.78,0.37,26556
16089,stevejos66,67,10,44.78,0.37,28045
16089,Battle_Doge,67,10,44.78,0.52,45339
16089,Profection,67,10,44.78,0.88,66569
16089,Feyevich,134,8,44.78,0.54,44000
16089,uzicaballz007,67,11,44.78,0.61,41232
16095,centurion04,172,11,44.77,0.37,36618
16096,FS_Darthspoke,105,10,44.76,0.47,25269
16096,RHR_1,105,10,44.76,0.6,48809
16096,Tapanococo,105,12,44.76,0.5,31822
16099,TheMadRuski,38,12,44.74,0.37,36766
